68,2015cse068,abc22434,5,2015,cse,0
69,2015cse069,abc22767,2,2015,cse,0
70,2015cse070,abc23100,1,2015,cse,0
71,2015cse071,abc23433,2,2015,cse,0
72,2015cse072,abc23766,3,2015,cse,0
73,2015cse073,abc24099,1,2015,cse,0
74,2015cse074,abc24432,3,2015,cse,0
75,2015cse075,abc24765,5,2015,cse,0
76,2015cse076,abc25098,4,2015,cse,0
77,2015cse077,abc25431,1,2015,cse,0
78,2015cse078,abc25764,1,2015,cse,0
79,2015cse079,abc26097,1,2015,cse,0
80,2015cse080,abc26430,2,2015,cse,0
81,2015cse081,abc26763,2,2015,cse,0
82,2015cse082,abc27096,2,2015,cse,0
83,2015cse083,abc27429,2,2015,cse,0
84,2015cse084,abc27762,3,2015,cse,0
85,2015cse085,abc28095,4,2015,cse,0
86,2015cse086,abc28428,4,2015,cse,0
87,2015cse087,abc28761,5,2015,cse,0
88,2015cse088,abc29094,2,2015,cse,0
89,2015cse089,abc29427,1,2015,cse,0
90,2015cse090,abc29760,2,2015,cse,0
91,2015cse091,abc30093,3,2015,cse,0
92,2015cse092,abc30426,1,2015,cse,0
93,2015cse093,abc30759,3,2015,cse,0
94,2015cse094,abc31092,5,2015,cse,0
95,2015cse095,abc31425,4,2015,cse,0
96,2015cse096,abc31758,1,2015,cse,0
97,2015cse097,abc32091,1,2015,cse,0
98,2015cse098,abc32424,1,2015,cse,0
99,2015cse099,abc32757,2,2015,cse,0
100,2015cse100,abc33090,2,2015,cse,0
101,2015cse101,abc33423,2,2015,cse,0
102,2015cse102,abc33756,2,2015,cse,0
103,2015cse103,abc34089,3,2015,cse,0
104,2015cse104,abc34422,4,2015,cse,0
105,2015cse105,abc34755,4,2015,cse,0
106,2015cse106,abc35088,5,2015,cse,0
107,2015cse107,abc35421,2,2015,cse,0
108,2015cse108,abc35754,1,2015,cse,0
109,2015cse109,abc36087,2,2015,cse,0
110,2015cse110,abc36420,3,2015,cse,0
111,2015cse111,abc36753,1,2015,cse,0
112,2015cse112,abc37086,3,2015,cse,0
113,2015cse113,abc37419,5,2015,cse,0
114,2015cse114,abc37752,4,2015,cse,0
115,2015cse115,abc38085,1,2015,cse,0
116,2015cse116,abc38418,1,2015,cse,0
117,2015cse117,abc38751,1,2015,cse,0
118,2015cse118,abc39084,2,2015,cse,0
119,2015cse119,abc39417,2,2015,cse,0
120,2015cse120,abc39750,2,2015,cse,0
121,2015cse121,abc40083,2,2015,cse,0
122,2015cse122,abc40416,3,2015,cse,0
123,2015cse123,abc40749,4,2015,cse,0
124,2015cse124,abc41082,4,2015,cse,0
125,2015cse125,abc41415,5,2015,cse,0
126,2015cse126,abc41748,2,2015,cse,0
127,2015cse127,abc42081,1,2015,cse,0
128,2015cse128,abc42414,2,2015,cse,0
129,2015cse129,abc42747,3,2015,cse,0
130,2015cse130,abc43080,1,2015,cse,0
131,2015cse131,abc43413,3,2015,cse,0
132,2015cse132,abc43746,5,2015,cse,0
133,2015cse133,abc44079,4,2015,cse,0
134,2015cse134,abc44412,1,2015,cse,0
135,2015cse135,abc44745,1,2015,cse,0
136,2015cse136,abc45078,1,2015,cse,0
137,2015cse137,abc45411,2,2015,cse,0
138,2015cse138,abc45744,2,2015,cse,0
139,2015cse139,abc46077,2,2015,cse,0
140,2015cse140,abc46410,2,2015,cse,0
141,2015cse141,abc46743,3,2015,cse,0
142,2015cse142,abc47076,4,2015,cse,0
143,2015cse143,abc47409,4,2015,cse,0
144,2015cse144,abc47742,5,2015,cse,0
145,2015cse145,abc48075,2,2015,cse,0
146,2015cse146,abc48408,1,2015,cse,0
147,2015cse147,abc48741,2,2015,cse,0
148,2015cse148,abc49074,3,2015,cse,0
149,2015cse149,abc49407,1,2015,cse,0
150,2015cse150,abc49740,3,2015,cse,0
151,2015cse151,abc50073,5,2015,cse,0
152,2015cse152,abc50406,4,2015,cse,0
153,2015cse153,abc50739,1,2015,cse,0
154,2015cse154,abc51072,1,2015,cse,0
155,2015cse155,abc51405,1,2015,cse,0
156,2015cse156,abc51738,2,2015,cse,0
157,2015cse157,abc52071,2,2015,cse,0
158,2015cse158,abc52404,2,2015,cse,0
159,2015cse159,abc52737,2,2015,cse,0
160,2015cse160,abc53070,3,2015,cse,0
161,2015cse161,abc53403,4,2015,cse,0
162,2015cse162,abc53736,4,2015,cse,0
163,2015cse163,abc54069,5,2015,cse,0
164,2015cse164,abc54402,2,2015,cse,0
